angDist,_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE,ra_ep2000,dec_ep2000,errHalfMaj,errHalfMin,errPosAng,ra,dec,hip,tycho2_id,solution_id,source_id,random_index,ref_epoch,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
0.041915,290.87335,48.1147,10794845,6138,4.17,1.1504,1.408,0.007,,196.84,0.571,0.3691,0,290.87335,48.1147,290.8733645050,48.1146935365,0.015,0.009,90,290.8733533975,48.1145493090,,3547-1673-1,1635378410781933568,2129404962421442304,1643180,2015.0,0.231,0.209,5.62,0.34,-1.780,1.026,-34.615,0.590,-0.488,-0.636,-0.210,0.334,0.936,-0.588,-0.716,-0.528,-0.655,0.438,63,63,61,61,2,2,,0.19,3.816e+01,1,2.14,21.884,1.875e-05,5,12,0,0.100,0.299,0.166,0.518,-138.44852000,-14.71329000,-6.82006550,-3.97484540,79,1.10663e+06,5.57901e+02,10.415,NOT_AVAILABLE,79.7723526152,14.8703638238,310.7362409795,68.6213676275
0.229026,292.08618,48.18255,10797849,6021,4.2,1.1134,2.959,0.007,,3469.56,1.486,0.7665,0,292.08618,48.18255,292.0862754140,48.1825500789,0.044,0.015,90,292.0863371822,48.1826273638,,3547-1020-1,1635378410781933568,2129279240137672448,586075,2015.0,0.153,0.350,2.15,0.51,9.884,2.946,18.548,0.973,0.455,0.279,-0.398,-0.435,0.879,-0.881,-0.667,-0.953,-0.440,0.471,61,61,60,60,1,1,,0.41,2.820e+02,1,4.09,5.366,2.530e-05,5,11,1,0.489,0.231,0.461,0.410,-105.90713000,-42.58947400,44.32488300,3.82440000,67,8.10517e+05,1.99198e+03,10.753,NOT_AVAILABLE,80.1848005676,14.1631357241,312.8358449559,68.3623266709
0.046273,293.51355,48.19609,10801359,6440,4.18,1.254,1.17,0.114,,892.37,0.575,0.4067,0,293.51355,48.19609,293.5135339510,48.1960971251,0.015,0.010,90,293.5135733858,48.1961950283,,3560-1244-1,1635378410781933568,2128854794290501504,48067,2015.0,0.132,0.203,3.56,0.24,6.309,0.995,23.497,0.653,0.346,0.386,-0.530,-0.201,0.639,-0.576,-0.524,-0.840,-0.144,-0.039,124,124,121,124,3,0,,0.32,1.722e+02,1,3.22,8.477,2.807e-05,5,19,0,0.321,0.201,0.175,0.116,-107.26584000,66.38787000,40.88752000,27.09671200,140,1.17504e+06,1.28239e+03,10.350,NOT_AVAILABLE,80.6193980169,13.3103276053,315.1798607845,67.9802369109
0.059937,293.98291,48.16669,10802568,6007,4.48,1.1091,6.651,1.056,,640.99,0.463,0.3149,0,293.98291,48.16669,293.9829253800,48.1666768863,0.040,0.010,90,293.9829130407,48.1666303070,,3560-1078-1,1635378410781933568,2128843146338008064,1730864,2015.0,0.402,0.548,2.30,0.83,-1.975,2.663,-11.179,0.642,0.938,0.956,-0.962,-0.682,0.982,-0.971,-0.719,-0.986,-0.695,0.630,80,80,80,76,0,4,,0.42,1.077e+02,1,4.15,5.588,3.036e-05,5,14,0,0.182,0.216,0.200,0.118,-11.49170200,38.01369500,11.08301300,-17.73834200,97,2.86309e+05,9.99544e+01,11.883,NOT_AVAILABLE,80.7338517422,13.0164106309,315.8990458752,67.8202371479
0.102893,297.29739,48.17267,10812516,6213,3.94,1.1749,4.22,1.052,,913.26,0.396,0.2848,0,297.29739,48.17267,297.2973543580,48.1726541278,0.018,0.010,90,297.2973268424,48.1726271746,,3561-176-1,1635378410781933568,2086714808568404736,570418,2015.0,0.117,0.177,1.28,0.25,-4.404,1.201,-6.469,0.670,0.427,0.307,-0.343,-0.259,0.658,-0.639,-0.167,-0.891,0.301,-0.462,108,108,106,103,2,5,,0.26,1.430e+02,1,2.75,12.353,2.970e-05,5,17,0,0.368,0.139,0.357,0.171,-91.54140500,54.76964000,48.74535800,28.27697000,126,7.61254e+05,1.40366e+03,10.821,NOT_AVAILABLE,81.7810417278,11.0576670238,321.0396798161,66.8385821347
0.052796,297.48151,48.12714,10813190,6374,4.12,1.2302,2.741,0.261,,708.94,0.345,0.2601,0,297.48151,48.12714,297.4815184740,48.1271535308,0.015,0.009,90,297.4815677003,48.1271778482,,3561-1721-1,1635378410781933568,2086526276683141120,754831,2015.0,0.145,0.199,2.10,0.26,7.886,0.981,5.836,0.574,0.522,0.501,-0.637,-0.221,0.718,-0.709,-0.321,-0.868,-0.095,-0.048,117,117,117,110,0,7,,0.36,1.467e+02,1,3.59,7.421,3.423e-05,5,20,0,0.215,0.182,0.102,0.307,-44.85005000,89.58965000,41.10944000,18.07128100,137,4.47873e+05,3.56371e+02,11.397,NOT_AVAILABLE,81.8004322402,10.9280010472,321.2623755275,66.7412533246
0.072889,297.60699,48.19899,10813660,5997,4.19,1.1061,9.88,0.214,,548.78,0.471,0.3447,0,297.60699,48.19899,297.6070084200,48.1990060994,0.017,0.013,90,297.6071603211,48.1990771659,,3561-1278-1,1635378410781933568,2086525486409155072,1986601,2015.0,0.206,0.240,3.42,0.30,24.300,1.165,17.056,0.858,0.332,0.428,-0.633,-0.304,0.529,-0.510,-0.625,-0.830,-0.258,0.129,75,75,74,72,1,3,,0.45,2.106e+02,1,4.47,4.668,3.844e-05,5,12,0,0.218,0.254,0.152,0.180,-129.65482000,54.62537800,-16.33537700,32.54726800,95,6.62516e+05,2.44347e+03,10.972,NOT_AVAILABLE,81.9056603980,10.8891319459,321.5350642464,66.7658242405
0.065476,286.64755,48.2059,10850420,5638,4.39,1.0022,9.249,0.005,,14954.27,1.207,0.6892,0,286.64755,48.2059,286.6475577780,48.2059174334,0.011,0.010,90,286.6475219281,48.2058968546,,3545-2661-1,1635378410781933568,2131133257260026624,1714299,2015.0,0.152,0.231,7.73,0.26,-5.734,0.742,-4.939,0.647,-0.321,-0.251,-0.438,0.393,0.802,-0.404,-0.774,-0.610,-0.609,0.041,97,97,94,93,3,4,,0.27,8.139e+01,1,2.79,11.903,2.332e-05,5,13,0,0.089,0.319,0.178,0.074,-108.67097500,63.92488000,2.85527400,9.06051900,102,1.32755e+06,1.14996e+03,10.217,NOT_AVAILABLE,78.7222228546,17.5038698152,303.4260956101,69.7204931432
0.072731,290.76624,48.27369,10858868,5892,4.03,1.0745,4.951,0.121,,1031.31,0.497,0.3134,0,290.76624,48.27369,290.7662519170,48.2736714190,0.017,0.011,90,290.7662597578,48.2736698864,,3547-539-1,1635378410781933568,2129500551215186816,1147227,2015.0,0.171,0.215,1.16,0.27,1.252,1.125,-0.368,0.715,-0.072,-0.009,-0.496,0.174,0.845,-0.534,-0.655,-0.686,-0.496,0.036,98,98,97,90,1,8,,0.33,1.371e+02,1,3.31,8.928,3.163e-05,5,16,0,0.235,0.275,0.249,0.170,-132.32907000,28.69382500,-4.08558650,-19.53339200,104,4.32475e+05,1.53948e+03,11.435,NOT_AVAILABLE,79.8923134716,15.0006754599,310.7257759872,68.7957275328
0.121859,293.08557,48.27861,10864215,6223,4.14,1.1782,5.303,1.179,,725.84,0.384,0.288,0,293.08557,48.27861,293.0856025260,48.2786360239,0.032,0.007,90,293.0855850260,48.2786116001,,3560-710-1,1635378410781933568,2128882075922760960,148345,2015.0,0.265,0.379,1.83,0.58,-2.795,2.133,-5.862,0.475,0.920,0.938,-0.898,-0.299,0.971,-0.953,-0.248,-0.976,-0.162,0.048,71,71,69,69,2,2,,0.30,1.371e+02,1,3.07,10.006,2.729e-05,5,14,0,0.328,0.093,0.294,0.158,-96.49168400,23.40838000,37.78586000,-23.34654600,87,7.88020e+05,3.93615e+02,10.783,NOT_AVAILABLE,80.5678779982,13.6028010819,314.5804706083,68.1751068376
0.103409,293.29919,48.22733,10864696,5877,4.31,1.0701,12.904,1.601,,846.27,0.49,0.3569,0,293.29919,48.22733,293.2992158950,48.2273070320,0.024,0.014,90,293.2991692986,48.2272908118,,3560-490-1,1635378410781933568,2128901454815203456,238818,2015.0,0.207,0.334,1.54,0.42,-7.450,1.630,-3.893,0.916,0.477,0.506,-0.603,-0.184,0.718,-0.664,-0.430,-0.881,-0.070,-0.107,113,113,113,105,0,8,,0.77,1.392e+02,1,7.54,1.669,2.711e-05,5,17,0,0.260,0.180,0.279,0.105,-91.24235500,74.86622000,40.29879800,18.06197700,127,2.35247e+05,6.54597e+01,12.096,NOT_AVAILABLE,80.5839385467,13.4524192459,314.8688559262,68.0687556378
0.158886,294.15109,48.29018,10866819,6183,4.2,1.165,22.381,0.319,,270.46,0.625,0.3437,0,294.15109,48.29018,294.1510248880,48.2901715723,0.025,0.019,-0,294.1510106137,48.2901232458,,3560-1324-1,1635378410781933568,2128938391534808192,1496167,2015.0,0.253,0.467,2.46,0.39,-2.279,1.295,-11.598,1.695,0.722,0.249,-0.689,-0.802,-0.215,-0.302,-0.882,-0.801,0.003,0.468,29,29,29,28,0,1,,0.30,5.855e+01,1,3.08,9.972,3.631e-05,5,6,1,0.244,0.441,0.386,0.574,-151.53230000,-82.33224500,-30.19257700,22.87344000,37,1.50272e+06,4.65536e+03,10.083,NOT_AVAILABLE,80.8984455866,12.9709294265,316.3081176462,67.8835310536
0.092045,296.64801,48.25935,10874032,6347,4.08,1.2207,2.32,0.005,,6920.22,1.225,0.7034,0,296.64801,48.25935,296.6480447740,48.2593391484,0.020,0.013,90,296.6480709888,48.2593485068,,3561-665-1,1635378410781933568,2086634716017066496,701542,2015.0,0.198,0.264,2.78,0.34,4.189,1.349,2.246,0.865,0.460,0.514,-0.654,-0.276,0.729,-0.678,-0.502,-0.862,-0.271,0.158,134,125,133,113,1,12,,0.68,3.433e+02,1,6.67,2.081,2.703e-05,5,19,0,0.264,0.126,0.054,0.201,-102.56373000,77.17506400,4.32516200,12.91186000,141,2.42765e+05,1.73199e+03,12.062,NOT_AVAILABLE,81.6494192797,11.4795819674,320.1605344959,67.1150916082
0.035086,297.22855,48.25365,10875935,6068,4.04,1.1281,15.484,0.384,,605.58,0.415,0.279,0,297.22855,48.25365,297.2285607760,48.2536434041,0.017,0.012,90,297.2284927167,48.2536204546,,3561-329-1,1635378410781933568,2086716251677415424,71302,2015.0,0.169,0.234,1.82,0.28,-10.876,1.128,-5.508,0.803,0.473,0.401,-0.591,-0.324,0.583,-0.593,-0.576,-0.850,-0.138,0.084,117,117,117,110,0,7,,0.49,1.182e+02,1,4.87,4.050,1.904e-05,5,16,0,0.259,0.175,0.110,0.290,-112.55495000,-88.05051400,57.65464000,18.10104000,134,1.86784e+05,5.11526e+01,12.346,NOT_AVAILABLE,81.8312090060,11.1366626085,321.0319465008,66.9316122655
0.045037,282.57114,48.37972,10904343,6456,3.99,1.2599,3.063,0.005,,1022.19,1.227,0.684,0,282.57114,48.37972,282.5711459240,48.3797081245,0.014,0.012,90,282.5711874244,48.3797137606,,3544-1066-1,1635378410781933568,2143719779180223872,925376,2015.0,0.225,0.286,1.89,0.35,6.615,0.964,1.353,0.791,-0.313,-0.361,-0.349,0.328,0.781,-0.440,-0.720,-0.548,-0.627,0.069,106,106,103,100,3,6,,0.55,3.181e+02,1,5.44,2.781,2.109e-05,5,15,1,0.106,0.233,0.221,0.035,-61.28222300,51.89933400,-5.55464700,-6.34310630,124,1.35593e+06,1.68913e+03,10.194,NOT_AVAILABLE,77.9153405982,20.1116660030,295.9230741590,70.6897294184
0.129617,284.81302,48.3676,10907438,5952,4.28,1.0924,14.911,0.233,,481.31,0.505,0.368,0,284.81302,48.3676,284.8130302600,48.3675646464,0.014,0.009,90,284.8130478434,48.3675410042,,3545-1145-1,1635378410781933568,2131569969534692864,1426017,2015.0,0.120,0.212,2.14,0.24,2.803,0.920,-5.674,0.570,0.187,0.281,-0.462,-0.153,0.694,-0.636,-0.518,-0.810,-0.378,0.084,86,86,84,85,2,1,,0.27,1.354e+02,1,2.78,12.202,3.143e-05,5,14,0,0.326,0.381,0.157,0.215,-68.29790500,64.36194000,14.42191400,23.39844900,112,9.48064e+05,1.30999e+03,10.583,NOT_AVAILABLE,78.4263704230,18.7026205449,300.1889386642,70.2585588314
0.087515,285.35428,48.38768,10908262,5669,4.42,1.0107,20.566,3.568,,1344.2,0.37,0.2924,0,285.35428,48.38768,285.3543166060,48.3876800879,0.016,0.016,86,285.3543721854,48.3877526172,,3545-949-1,1635378410781933568,2131537224704026496,1186249,2015.0,0.241,0.318,3.01,0.35,8.858,1.079,17.407,1.086,-0.358,-0.299,-0.463,0.359,0.741,-0.306,-0.794,-0.544,-0.626,0.078,95,95,95,87,0,8,,0.57,3.234e+02,1,5.66,2.921,4.541e-05,5,15,0,0.258,0.328,0.281,0.049,-132.81445000,59.21342500,-11.48758500,21.77255600,122,4.91008e+05,8.53635e+02,11.297,NOT_AVAILABLE,78.5778383952,18.3723692560,301.2184751074,70.1678563667
0.088880,286.23526,48.39047,10909724,6101,4.34,1.1385,7.771,0.038,,787.85,0.657,0.4673,0,286.23526,48.39047,286.2352644300,48.3904454870,0.018,0.013,90,286.2352398565,48.3904267062,,3545-875-1,1635378410781933568,2131150093533945344,1583013,2015.0,0.206,0.298,1.86,0.34,-3.916,1.215,-4.507,0.897,0.161,0.064,-0.465,-0.081,0.577,-0.473,-0.708,-0.759,-0.317,0.070,116,116,116,107,0,9,,0.68,1.735e+02,1,6.65,2.153,2.815e-05,5,18,0,0.133,0.182,0.093,0.131,-128.94751000,64.39974000,29.62917500,16.17898600,150,2.55847e+05,1.51093e+02,12.005,NOT_AVAILABLE,78.7985777017,17.8263336829,302.8486478261,69.9845364865
0.375369,290.00052,48.39661,10916554,5426,4.49,0.945,17.91,3.398,,1994.64,0.62,0.4117,0,290.00052,48.39661,290.0005290980,48.3965059059,0.030,0.018,90,290.0005463675,48.3965173808,,3547-1112-1,1635378410781933568,2129470898757973248,780042,2015.0,0.245,0.355,5.27,0.43,2.752,2.033,2.754,1.189,-0.240,-0.226,-0.401,0.433,0.820,-0.449,-0.477,-0.623,-0.253,-0.401,62,62,61,57,1,5,,0.56,1.666e+02,1,5.51,3.165,2.679e-05,5,11,0,0.396,0.190,0.280,0.094,-95.25045000,47.73821300,26.70386000,-7.77841230,79,4.23568e+05,1.21651e+03,11.457,NOT_AVAILABLE,79.7953792495,15.5158943097,309.5501289149,69.1054148586
0.206885,291.1619,48.3315,10918763,6203,4.23,1.1716,7.741,0.072,,1208.31,0.543,0.4179,0,291.1619,48.3315,291.1619829570,48.3314838478,0.055,0.016,90,291.1619685962,48.3314585619,,3547-1294-1,1635378410781933568,2129319303593798656,621500,2015.0,0.137,0.440,3.78,0.59,-2.291,3.687,-6.069,1.045,0.837,0.844,-0.860,-0.741,0.977,-0.970,-0.884,-0.987,-0.836,0.837,79,79,79,75,0,4,,0.29,1.100e+02,1,3.00,11.090,2.816e-05,5,13,0,0.593,0.069,0.232,0.178,-114.40670000,80.53609500,31.27064300,-9.09581600,97,3.92258e+05,3.61724e+02,11.541,NOT_AVAILABLE,80.0587239357,14.7844275892,311.4569358268,68.7454101490
0.037005,292.38721,48.30341,10921192,6355,4.29,1.2235,2.54,0.021,,783.5,0.547,0.3903,0,292.38721,48.30341,292.3872101610,48.3033997214,0.017,0.010,90,292.3871868174,48.3033911056,,3547-581-1,1635378410781933568,2129641701019732096,600781,2015.0,0.167,0.239,1.75,0.31,-3.727,1.157,-2.068,0.648,0.319,0.260,-0.518,-0.110,0.777,-0.678,-0.460,-0.824,-0.210,-0.050,108,108,108,101,0,7,,0.49,1.788e+02,1,4.83,4.131,3.055e-05,5,16,0,0.167,0.073,0.220,0.158,-65.96894000,38.45348000,35.46613000,4.55607900,116,3.58150e+05,1.97446e+02,11.640,NOT_AVAILABLE,80.3852522793,14.0330199847,313.4659868343,68.3907094231
0.047591,293.15039,48.32066,10922836,5988,4.33,1.1033,12.989,0.424,,800.94,0.569,0.4152,0,293.15039,48.32066,293.1504037500,48.3206504521,0.023,0.013,90,293.1504281501,48.3206870925,,3560-458-1,1635378410781933568,2128905818501972864,2035688,2015.0,0.216,0.300,3.81,0.40,3.894,1.561,8.794,0.859,0.567,0.616,-0.662,-0.326,0.809,-0.760,-0.446,-0.889,-0.269,0.140,106,106,106,98,0,8,,0.69,5.274e+02,1,6.78,2.071,3.152e-05,5,16,0,0.273,0.044,0.091,0.114,-92.10495000,51.69244000,21.50034500,0.53885400,114,4.51451e+05,5.23321e+02,11.388,NOT_AVAILABLE,80.6261329949,13.5821892794,314.7333859421,68.1951570655
0.063437,297.50162,48.38505,10934241,5671,4.51,1.0113,12.215,0.417,,2743.6,0.67,0.4373,0,297.50162,48.38505,297.5016178830,48.3850324348,0.021,0.014,90,297.5017697284,48.3849220777,,3561-44-1,1635378410781933568,2086536378446211584,1188802,2015.0,0.245,0.236,7.76,0.33,24.203,1.417,-26.486,0.953,0.282,0.439,-0.289,-0.482,0.754,-0.707,-0.117,-0.770,-0.139,-0.310,63,63,61,63,2,0,,0.45,3.921e+02,1,4.49,4.420,3.263e-05,5,10,0,0.268,0.353,0.125,0.060,-66.04016000,24.33526400,11.09735000,-18.67591900,70,1.39772e+06,3.38977e+03,10.161,NOT_AVAILABLE,82.0373216228,11.0399549157,321.5988992958,66.9628675354
0.018591,297.51849,48.3589,10934285,6078,4.38,1.1312,6.553,0.521,,1030.09,0.492,0.347,0,297.51849,48.3589,297.5184870490,48.3589047774,0.019,0.012,90,297.5184675935,48.3588618388,,3561-1348-1,1635378410781933568,2086536137928043904,1389437,2015.0,0.182,0.238,2.52,0.31,-3.103,1.299,-10.305,0.811,0.255,0.238,-0.470,-0.085,0.705,-0.627,-0.265,-0.785,-0.057,-0.288,108,108,107,99,1,9,,0.54,1.103e+02,1,5.29,3.418,2.659e-05,5,15,0,0.236,0.199,0.094,0.181,-63.03541000,55.19125700,30.10436000,22.24514000,124,2.38701e+05,7.48499e+01,12.080,NOT_AVAILABLE,82.0194548250,11.0177145319,321.5926844494,66.9346495814
0.037849,298.58499,48.33116,10937131,5740,4.45,1.0306,13.79,0.147,,544.91,0.508,0.3535,0,298.58499,48.33116,298.5850058130,48.3311598809,0.032,0.027,90,298.5849486172,48.3311374164,,3562-918-1,1635378410781933568,2086497861177312000,993300,2015.0,0.251,0.358,2.19,0.38,-9.126,2.135,-5.391,1.797,-0.224,0.076,-0.587,0.455,0.664,-0.123,-0.489,-0.546,-0.066,-0.698,88,88,88,78,0,10,,0.66,1.147e+02,1,6.49,2.232,2.462e-05,5,14,0,0.356,0.464,0.177,0.192,-98.86046600,51.77303700,27.72841800,-39.63787000,106,2.53971e+05,2.90238e+02,12.013,NOT_AVAILABLE,82.3452163480,10.3846742608,323.1409139834,66.5742790139
0.035502,298.93097,48.34861,10938166,5697,4.18,1.0185,23.685,1.038,,471.56,0.38,0.2559,0,298.93097,48.34861,298.9309714090,48.3486001830,0.019,0.010,90,298.9310366740,48.3487436087,,3562-660-1,1635378410781933568,2086859016389342848,1610336,2015.0,0.211,0.233,4.55,0.35,10.410,1.293,34.422,0.682,0.587,0.714,-0.776,-0.315,0.844,-0.768,-0.494,-0.898,-0.350,0.215,90,90,90,86,0,4,,0.45,1.498e+02,1,4.49,4.762,2.875e-05,5,15,0,0.167,0.239,0.159,0.179,-114.74870000,29.56720200,3.18528320,-4.84163760,114,4.08513e+05,2.38562e+02,11.497,NOT_AVAILABLE,82.4760896535,10.1932307286,323.6686705889,66.4791925754
0.090451,282.1077,48.46742,10959362,5684,3.92,1.0149,16.273,0.176,,1102.51,0.779,0.5256,0,282.1077,48.46742,282.1077376220,48.4674230034,0.017,0.016,86,282.1077581788,48.4674154588,,3544-1034-1,1635378410781933568,2119763963432362368,97165,2015.0,0.123,0.240,2.33,0.26,3.271,1.070,-1.811,1.165,0.388,0.319,-0.496,-0.395,0.659,-0.666,-0.669,-0.857,-0.470,0.494,77,77,76,72,1,5,,0.30,9.333e+01,1,3.06,9.698,2.367e-05,5,14,1,0.475,0.375,0.123,0.293,-102.92162000,-84.81717000,36.56526600,6.60035750,96,7.78436e+05,4.45255e+02,10.797,NOT_AVAILABLE,77.9003937850,20.4311587857,295.0896111249,70.8538400402
0.138087,285.59055,48.44634,10964344,5211,3.94,0.8889,22.509,0.676,,5828.14,0.949,0.5652,0,285.59055,48.44634,285.5906054850,48.4463291960,0.017,0.012,-0,285.5905931763,48.4462941737,,3545-1197-1,1635378410781933568,2131910543262230400,320332,2015.0,0.137,0.262,6.51,0.27,-1.960,0.796,-8.405,1.151,-0.347,-0.259,-0.354,0.269,0.857,-0.535,-0.823,-0.705,-0.722,0.463,80,80,80,73,0,7,,0.26,6.054e+01,1,2.76,13.472,2.808e-05,5,13,0,0.329,0.312,0.317,0.206,-136.96948000,77.48208000,-11.16632900,-4.75827740,105,3.81845e+05,1.47035e+02,11.570,NOT_AVAILABLE,78.6935064784,18.2460816571,301.7114584645,70.1744129398
0.120461,292.47638,48.41052,10976930,5934,3.64,1.087,2.002,0.006,,24664.73,1.424,0.7243,0,292.47638,48.41052,292.4763996280,48.4105508207,0.018,0.010,90,292.4763563771,48.4105057250,,3547-1025-1,1635378410781933568,2129643968762463872,150195,2015.0,0.172,0.251,1.08,0.32,-6.890,1.173,-10.823,0.647,0.495,0.565,-0.620,-0.340,0.647,-0.691,-0.376,-0.868,-0.201,-0.015,79,79,79,76,0,3,,0.44,1.815e+02,1,4.42,4.866,3.114e-05,5,15,0,0.319,0.292,0.122,0.323,-40.75050000,71.88479000,36.47857300,28.01914400,105,5.54525e+05,7.55211e+02,11.165,NOT_AVAILABLE,80.5111609410,14.0250859262,313.7330288290,68.4638106232
0.094233,297.68262,48.41579,10989780,6287,4.34,1.1999,1.863,0.039,SM1,1044.75,0.407,0.2823,0,297.68262,48.41579,297.6826318200,48.4157650274,0.019,0.014,90,297.6826884738,48.4156886625,,3561-446-1,1635378410781933568,2086537203079931008,253325,2015.0,0.177,0.211,3.58,0.25,9.025,1.236,-18.328,0.937,-0.297,-0.166,-0.502,0.432,0.715,-0.162,-0.578,-0.556,-0.130,-0.584,89,89,89,87,0,2,,0.25,1.027e+02,1,2.65,13.045,2.489e-05,5,14,0,0.268,0.358,0.238,0.052,-112.63113000,38.97984300,43.64462000,-44.02327300,104,8.47187e+05,4.41015e+02,10.705,NOT_AVAILABLE,82.1236363893,10.9494277083,321.9065512458,66.9334978550
0.033820,298.1301,48.44749,10990965,5574,4.09,0.9847,32.724,3.737,,2178.07,0.459,0.2536,0,298.1301,48.44749,298.1301121690,48.4474851938,0.031,0.012,90,298.1301172267,48.4474884627,,3562-396-1,1635378410781933568,2086549091549423744,33278,2015.0,0.187,0.348,1.68,0.49,0.805,2.072,0.785,0.793,0.633,0.624,-0.676,0.183,0.927,-0.877,0.261,-0.934,0.401,-0.571,87,87,87,77,0,10,,0.51,1.253e+02,1,5.02,3.748,1.920e-05,5,15,0,0.302,0.097,0.443,0.260,-49.87642000,13.33482100,42.93877800,5.46604350,104,1.83675e+05,4.45143e+01,12.365,NOT_AVAILABLE,82.2982683079,10.7050392983,322.6105705605,66.8207563883
0.102421,282.74219,48.59086,11014282,6435,4.27,1.2522,1.618,0.003,,1250.15,1.559,0.779,0,282.74219,48.59086,282.7421874300,48.5908316005,0.027,0.020,90,282.7421669109,48.5908214725,,3544-68-1,1635378410781933568,2143729056309575168,1591620,2015.0,0.250,0.495,1.20,0.64,-3.257,1.796,-2.431,1.335,0.509,0.506,-0.663,-0.112,0.934,-0.814,-0.255,-0.861,-0.170,0.279,42,42,41,40,1,2,,0.50,1.991e+02,1,4.96,3.510,2.697e-05,5,10,0,0.144,0.143,0.262,0.350,-144.63880000,-48.11247300,-13.60348800,-17.12034600,75,6.56550e+05,4.93022e+02,10.982,NOT_AVAILABLE,78.1668914365,20.0716788587,296.4247232347,70.8633068106
0.094296,285.27069,48.57417,11017907,5494,4.24,0.9631,14.084,0.01,,16743.18,1.214,0.6719,0,285.27069,48.57417,285.2707201340,48.5741530131,0.016,0.009,90,285.2707965022,48.5741274598,,3545-1113-1,1635378410781933568,2131587561720722688,1281768,2015.0,0.133,0.220,4.75,0.27,12.127,1.065,-6.133,0.586,0.222,0.211,-0.430,-0.128,0.787,-0.692,-0.513,-0.811,-0.370,0.054,105,105,104,97,1,8,,0.37,1.447e+02,1,3.75,6.977,3.041e-05,5,17,0,0.264,0.183,0.156,0.047,-66.95627000,53.46454000,12.09620700,15.93540000,141,3.40776e+05,3.10262e+02,11.694,NOT_AVAILABLE,78.7416021388,18.4892745451,301.2342597560,70.3622176073
0.044092,285.32031,48.53846,11017985,5867,4.19,1.0671,14.912,0.323,,1893.19,0.694,0.4793,0,285.32031,48.53846,285.3203237010,48.5384682286,0.017,0.012,90,285.3202312663,48.5383985772,,3545-1085-1,1635378410781933568,2131586737087004800,1445917,2015.0,0.192,0.281,3.34,0.34,-14.689,1.124,-16.716,0.785,-0.225,-0.227,-0.383,0.327,0.848,-0.532,-0.677,-0.634,-0.582,0.008,98,98,98,91,0,7,,0.50,8.565e+01,1,4.93,3.937,2.303e-05,5,15,0,0.208,0.258,0.228,0.049,-70.58298500,44.60794400,3.77593450,-27.04809800,124,1.90949e+05,5.38344e+01,12.322,NOT_AVAILABLE,78.7182971030,18.4461638544,301.2935407515,70.3180657638
0.313781,285.83005,48.50994,11018874,6302,3.55,1.205,0.994,0.004,,3560.22,1.103,0.6337,0,285.83005,48.50994,285.8299313720,48.5099776929,0.001,0.001,90,285.8300443518,48.5099284016,93556,,1635378410781933568,2131900166621239296,312631,2015.0,0.197,0.244,9.10,0.24,17.963,0.070,-11.830,0.059,0.095,-0.380,0.090,-0.004,-0.001,-0.039,0.139,-0.114,-0.020,-0.027,45,45,44,45,1,0,6.51,0.35,1.612e+02,1,3.56,7.294,2.439e-05,3,8,1,0.454,0.308,0.220,0.482,-18.20913700,-82.06772600,36.58719600,9.30785400,60,5.22991e+06,7.99646e+03,8.729,NOT_AVAILABLE,78.8151578425,18.1200352176,302.2149621361,70.1843295106
0.049934,290.16574,48.51536,11026409,6031,4.11,1.1165,6.367,0.007,,4033.42,1.172,0.6853,0,290.16574,48.51536,290.1657494560,48.5153476242,0.020,0.013,90,290.1657468550,48.5152850302,,3547-321-1,1635378410781933568,2129475228085004032,1473454,2015.0,0.184,0.274,2.31,0.34,-0.414,1.330,-15.023,0.843,0.294,0.226,-0.486,-0.170,0.756,-0.685,-0.458,-0.809,-0.317,0.113,89,89,89,87,0,2,,0.58,2.157e+02,1,5.71,2.930,3.247e-05,5,14,1,0.302,0.097,0.121,0.228,-69.01553000,79.90251000,15.94727500,5.92477940,107,4.28827e+05,5.03290e+02,11.444,NOT_AVAILABLE,79.9538530341,15.4631075779,309.9621975361,69.1730731009
